category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0035248	0.999999999983452	0.879019442922929	0	2	alpha-1,4-N-acetylgalactosaminyltransferase activity	MF	1	1
GO:0016712	0.999999999983515	0.782976446521071	0	3	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	MF	1	1
GO:0071472	0.999999999983542	0.794784388656598	0	2	cellular response to salt stress	BP	1	1
GO:0090176	0.999999999983566	0.699379572379429	0	3	microtubule cytoskeleton organization involved in establishment of planar polarity	BP	1	1
GO:0045717	0.999999999983625	0.909243670785675	0	1	negative regulation of fatty acid biosynthetic process	BP	1	1
GO:0045922	0.999999999983625	0.909243670785675	0	1	negative regulation of fatty acid metabolic process	BP	1	1
GO:0062014	0.999999999983625	0.909243670785675	0	1	negative regulation of small molecule metabolic process	BP	1	1
GO:0035253	0.999999999983649	0.75857916870896	0	3	ciliary rootlet	CC	1	1
GO:0031053	0.999999999983748	0.620749070712822	0	5	primary miRNA processing	BP	1	1
GO:0022883	0.999999999983821	0.73656035526745	0	3	zinc efflux transmembrane transporter activity	MF	1	1
GO:0046583	0.999999999983821	0.73656035526745	0	3	cation efflux transmembrane transporter activity	MF	1	1
GO:0016728	0.999999999983871	0.83093646280518	0	3	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor	MF	1	1
GO:0043173	0.999999999983953	0.76693900918409	0	3	nucleotide salvage	BP	1	1
GO:0031254	0.999999999983954	0.805550360984573	0	2	cell trailing edge	CC	1	1
GO:0000820	0.999999999984044	0.841215987311408	0	2	regulation of glutamine family amino acid metabolic process	BP	1	1
GO:0004776	0.999999999984076	0.847853925532458	0	3	succinate-CoA ligase (GDP-forming) activity	MF	1	1
GO:0042480	0.999999999984083	0.749292846222722	0	3	negative regulation of eye photoreceptor cell development	BP	1	1
GO:0045316	0.999999999984083	0.749292846222722	0	3	negative regulation of compound eye photoreceptor development	BP	1	1
GO:0006561	0.999999999984094	0.807450930798363	0	3	proline biosynthetic process	BP	1	1
GO:0019182	0.999999999984122	0.846249339634136	0	2	histamine-gated chloride channel activity	MF	1	1
GO:0019183	0.999999999984122	0.846249339634136	0	2	histamine-gated chloride channel complex	CC	1	1
GO:0034707	0.999999999984122	0.846249339634136	0	2	chloride channel complex	CC	1	1
GO:0048873	0.999999999984183	0.792303829543519	0	3	homeostasis of number of cells within a tissue	BP	1	1
GO:0035627	0.999999999984188	0.768304932204054	0	3	ceramide transport	BP	1	1
GO:0046624	0.999999999984188	0.768304932204054	0	3	sphingolipid transporter activity	MF	1	1
GO:0097001	0.999999999984188	0.768304932204054	0	3	ceramide binding	MF	1	1
GO:0120016	0.999999999984188	0.768304932204054	0	3	sphingolipid transfer activity	MF	1	1
GO:0120017	0.999999999984188	0.768304932204054	0	3	ceramide transfer activity	MF	1	1
GO:1902387	0.999999999984188	0.768304932204054	0	3	ceramide 1-phosphate binding	MF	1	1
GO:1902388	0.999999999984188	0.768304932204054	0	3	ceramide 1-phosphate transfer activity	MF	1	1
GO:0030689	0.999999999984192	0.744310214305244	0	3	Noc complex	CC	1	1
GO:0097039	0.999999999984276	0.778590501153997	0	3	protein linear polyubiquitination	BP	1	1
GO:0002094	0.99999999998429	0.888852351111714	0	2	polyprenyltransferase activity	MF	1	1
GO:0047631	0.999999999984316	0.793449659338595	0	3	ADP-ribose diphosphatase activity	MF	1	1
GO:0070849	0.999999999984371	0.826343542905169	0	2	response to epidermal growth factor	BP	1	1
GO:0071364	0.999999999984371	0.826343542905169	0	2	cellular response to epidermal growth factor stimulus	BP	1	1
GO:0005850	0.999999999984393	0.824892093747622	0	3	eukaryotic translation initiation factor 2 complex	CC	1	1
GO:0005527	0.99999999998441	0.874622703576937	0	3	macrolide binding	MF	1	1
GO:0005528	0.99999999998441	0.874622703576937	0	3	FK506 binding	MF	1	1
GO:0015269	0.999999999984444	0.704565104578161	0	3	calcium-activated potassium channel activity	MF	1	1
GO:0060233	0.999999999984456	0.799436902867974	0	2	oenocyte delamination	BP	1	1
GO:0048495	0.999999999984463	0.716310865615486	0	3	Roundabout binding	MF	1	1
GO:0034715	0.999999999984479	0.922931007866369	0	3	pICln-Sm protein complex	CC	1	1
GO:0031489	0.999999999984496	0.794938659612673	0	2	myosin V binding	MF	1	1
GO:0032185	0.999999999984516	0.76791756216496	0	3	septin cytoskeleton organization	BP	1	1
GO:0048185	0.999999999984594	0.709044137759444	0	3	activin binding	MF	1	1
GO:2001244	0.999999999984607	0.862786447214444	0	2	positive regulation of intrinsic apoptotic signaling pathway	BP	1	1
GO:0070194	0.999999999984612	0.76099703962365	0	3	synaptonemal complex disassembly	BP	1	1
GO:0070863	0.999999999984621	0.736923850724449	0	3	positive regulation of protein exit from endoplasmic reticulum	BP	1	1
GO:0042053	0.999999999984628	0.877984363635628	0	3	regulation of dopamine metabolic process	BP	1	1
GO:0030956	0.999999999984806	0.817373622682344	0	3	glutamyl-tRNA(Gln) amidotransferase complex	CC	1	1
GO:0050567	0.999999999984806	0.817373622682344	0	3	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	MF	1	1
GO:0070681	0.999999999984806	0.817373622682344	0	3	glutaminyl-tRNAGln biosynthesis via transamidation	BP	1	1
GO:1990525	0.999999999984852	0.766990834486845	0	3	BIR domain binding	MF	1	1
GO:0090255	0.999999999984905	0.74786698096143	0	3	cell proliferation involved in imaginal disc-derived wing morphogenesis	BP	1	1
GO:0007618	0.999999999984907	0.831992105414412	0	3	mating	BP	1	1
GO:1903326	0.999999999984929	0.809328637857165	0	3	regulation of tRNA metabolic process	BP	1	1
GO:0070733	0.999999999984937	0.862161425153857	0	2	protein adenylyltransferase activity	MF	1	1
GO:0006110	0.999999999984957	0.707002734663368	0	3	regulation of glycolytic process	BP	1	1
GO:0016560	0.999999999985013	0.809472616648918	0	3	protein import into peroxisome matrix, docking	BP	1	1
GO:0061822	0.999999999985045	0.632827258097854	0	5	ciliary cap	CC	1	1
GO:0051683	0.999999999985053	0.703756798262495	0	3	establishment of Golgi localization	BP	1	1
GO:0000098	0.999999999985061	0.801808256844431	0	3	sulfur amino acid catabolic process	BP	1	1
GO:0046951	0.999999999985063	0.867206820174241	0	2	ketone body biosynthetic process	BP	1	1
GO:0071484	0.999999999985122	0.763458096588458	0	3	cellular response to light intensity	BP	1	1
GO:0045685	0.999999999985184	0.817140866904187	0	2	regulation of glial cell differentiation	BP	1	1
GO:0045687	0.999999999985184	0.817140866904187	0	2	positive regulation of glial cell differentiation	BP	1	1
GO:1902769	0.99999999998519	0.812049006296304	0	2	regulation of choline O-acetyltransferase activity	BP	1	1
GO:0106260	0.999999999985201	0.792908915661465	0	2	DNA-DNA tethering activity	MF	1	1
GO:0140587	0.999999999985201	0.792908915661465	0	2	chromatin loop anchoring activity	MF	1	1
GO:0070830	0.999999999985218	0.793191707158496	0	2	bicellular tight junction assembly	BP	1	1
GO:0071542	0.999999999985253	0.864726192728301	0	2	dopaminergic neuron differentiation	BP	1	1
GO:0031597	0.999999999985341	0.890757205376901	0	2	cytosolic proteasome complex	CC	1	1
GO:0045899	0.999999999985341	0.890757205376901	0	2	positive regulation of RNA polymerase II transcription preinitiation complex assembly	BP	1	1
GO:0042249	0.999999999985448	0.715105832157488	0	3	establishment of planar polarity of embryonic epithelium	BP	1	1
GO:0070877	0.99999999998547	0.796202364932288	0	2	microprocessor complex	CC	1	1
GO:1903095	0.99999999998547	0.796202364932288	0	2	ribonuclease III complex	CC	1	1
GO:0010954	0.999999999985544	0.895637362202051	0	3	positive regulation of protein processing	BP	1	1
GO:1903319	0.999999999985544	0.895637362202051	0	3	positive regulation of protein maturation	BP	1	1
GO:2000036	0.999999999985574	0.800216603907295	0	2	regulation of stem cell population maintenance	BP	1	1
GO:0008043	0.999999999985578	0.848602534710843	0	2	intracellular ferritin complex	CC	1	1
GO:0033212	0.999999999985578	0.848602534710843	0	2	iron import into cell	BP	1	1
GO:0070288	0.999999999985578	0.848602534710843	0	2	ferritin complex	CC	1	1
GO:0098711	0.999999999985578	0.848602534710843	0	2	iron ion import across plasma membrane	BP	1	1
GO:1990461	0.999999999985578	0.848602534710843	0	2	detoxification of iron ion	BP	1	1
GO:0009650	0.999999999985602	0.745863472667422	0	3	UV protection	BP	1	1
GO:0016019	0.999999999985606	0.859797661556558	0	2	peptidoglycan immune receptor activity	MF	1	1
GO:0004525	0.999999999985624	0.708401825121808	0	3	ribonuclease III activity	MF	1	1
GO:0032296	0.999999999985624	0.708401825121808	0	3	double-stranded RNA-specific ribonuclease activity	MF	1	1
GO:0090052	0.999999999985643	0.795051733904772	0	2	regulation of pericentric heterochromatin formation	BP	1	1
GO:0036123	0.999999999985707	0.855861694206812	0	2	histone H3-K9 dimethylation	BP	1	1
GO:1900109	0.999999999985707	0.855861694206812	0	2	regulation of histone H3-K9 dimethylation	BP	1	1
GO:1900111	0.999999999985707	0.855861694206812	0	2	positive regulation of histone H3-K9 dimethylation	BP	1	1
GO:0004767	0.99999999998572	0.778997607536209	0	3	sphingomyelin phosphodiesterase activity	MF	1	1
GO:0009235	0.99999999998575	0.906335540849921	0	2	cobalamin metabolic process	BP	1	1
GO:0014075	0.99999999998577	0.730387602072994	0	3	response to amine	BP	1	1
GO:0071418	0.99999999998577	0.730387602072994	0	3	cellular response to amine stimulus	BP	1	1
GO:0005275	0.999999999985843	0.745046308996371	0	3	amine transmembrane transporter activity	MF	1	1
GO:0007311	0.999999999985892	0.738719295896822	0	5	maternal specification of dorsal/ventral axis, oocyte, germ-line encoded	BP	1	1
GO:0004995	0.999999999985902	0.740251651328525	0	3	tachykinin receptor activity	MF	1	1
GO:0043928	0.999999999985912	0.752292843003061	0	5	exonucleolytic catabolism of deadenylated mRNA	BP	1	1
GO:0097340	0.999999999985923	0.878174850258797	0	2	inhibition of cysteine-type endopeptidase activity	BP	1	1
GO:0097341	0.999999999985923	0.878174850258797	0	2	zymogen inhibition	BP	1	1
GO:0008973	0.99999999998593	0.830304345630929	0	2	phosphopentomutase activity	MF	1	1
GO:0042989	0.999999999986018	0.85388753196585	0	2	sequestering of actin monomers	BP	1	1
GO:0006285	0.999999999986024	0.803008075265113	0	3	base-excision repair, AP site formation	BP	1	1
GO:0008395	0.999999999986093	0.625315676623583	0	5	steroid hydroxylase activity	MF	1	1
GO:0000255	0.999999999986106	0.862813151371395	0	2	allantoin metabolic process	BP	1	1
GO:0010511	0.999999999986107	0.802967800415948	0	2	regulation of phosphatidylinositol biosynthetic process	BP	1	1
GO:0010513	0.999999999986107	0.802967800415948	0	2	positive regulation of phosphatidylinositol biosynthetic process	BP	1	1
GO:0046826	0.999999999986195	0.803702854571498	0	2	negative regulation of protein export from nucleus	BP	1	1
GO:0031526	0.999999999986203	0.66546879674876	0	4	brush border membrane	CC	1	1
GO:0060187	0.999999999986211	0.67714960956195	0	4	cell pole	CC	1	1
GO:0031499	0.999999999986225	0.73552733915181	0	3	TRAMP complex	CC	1	1
GO:0070883	0.999999999986285	0.794681671229824	0	2	pre-miRNA binding	MF	1	1
GO:0031431	0.999999999986357	0.718792981402948	0	3	Dbf4-dependent protein kinase complex	CC	1	1
GO:0060986	0.999999999986409	0.744508609792647	0	3	endocrine hormone secretion	BP	1	1
GO:2000685	0.999999999986435	0.815786643420811	0	2	positive regulation of cellular response to X-ray	BP	1	1
GO:0033503	0.999999999986437	0.814767943745497	0	2	HULC complex	CC	1	1
GO:1990423	0.999999999986449	0.732152965960242	0	3	RZZ complex	CC	1	1
GO:0008821	0.999999999986453	0.797795444164239	0	3	crossover junction endodeoxyribonuclease activity	MF	1	1
GO:0005693	0.999999999986457	0.935390358333766	0	2	U12 snRNP	CC	1	1
GO:0098971	0.999999999986464	0.773710544038894	0	3	anterograde dendritic transport of neurotransmitter receptor complex	BP	1	1
GO:0047875	0.999999999986466	0.668464899680236	0	4	ecdysone oxidase activity	MF	1	1
GO:0002209	0.999999999986466	0.755676324339531	0	3	behavioral defense response	BP	1	1
GO:0002949	0.999999999986503	0.845960615710699	0	3	tRNA threonylcarbamoyladenosine modification	BP	1	1
GO:0007481	0.999999999986508	0.706829345199956	0	3	haltere disc morphogenesis	BP	1	1
GO:0036401	0.999999999986508	0.725598390271101	0	3	pyrokinin receptor activity	MF	1	1
GO:0034402	0.999999999986516	0.834063767184577	0	3	recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex	BP	1	1
GO:0070782	0.999999999986547	0.86618262808793	0	2	phosphatidylserine exposure on apoptotic cell surface	BP	1	1
GO:0008988	0.999999999986565	0.832615702422866	0	3	rRNA (adenine-N6-)-methyltransferase activity	MF	1	1
GO:0000940	0.999999999986603	0.658420041029794	0	5	outer kinetochore	CC	1	1
GO:0004822	0.999999999986607	0.798677530219434	0	2	isoleucine-tRNA ligase activity	MF	1	1
GO:0006428	0.999999999986607	0.798677530219434	0	2	isoleucyl-tRNA aminoacylation	BP	1	1
GO:0006014	0.999999999986624	0.865339552026361	0	3	D-ribose metabolic process	BP	1	1
GO:0010698	0.999999999986626	0.832994713692044	0	3	acetyltransferase activator activity	MF	1	1
GO:0032549	0.999999999986627	0.709270496726134	0	3	ribonucleoside binding	MF	1	1
GO:0005673	0.999999999986661	0.899817115132236	0	2	transcription factor TFIIE complex	CC	1	1
GO:0046689	0.999999999986693	0.880665937827355	0	3	response to mercury ion	BP	1	1
GO:0032529	0.999999999986704	0.747445224712422	0	3	follicle cell microvillus organization	BP	1	1
GO:0033149	0.999999999986729	0.797742736835174	0	3	FFAT motif binding	MF	1	1
GO:0008231	0.99999999998673	0.794621298846111	0	2	repressor ecdysone receptor complex	CC	1	1
GO:0055049	0.999999999986738	0.718235212297465	0	3	astral spindle assembly	BP	1	1
GO:0070990	0.999999999986769	0.829613930594502	0	2	snRNP binding	MF	1	1
GO:0062237	0.99999999998677	0.789501338771488	0	2	protein localization to postsynapse	BP	1	1
GO:0098877	0.99999999998677	0.789501338771488	0	2	neurotransmitter receptor transport to plasma membrane	BP	1	1
GO:0098887	0.99999999998677	0.789501338771488	0	2	neurotransmitter receptor transport, endosome to postsynaptic membrane	BP	1	1
GO:0098968	0.99999999998677	0.789501338771488	0	2	neurotransmitter receptor transport postsynaptic membrane to endosome	BP	1	1
GO:0098969	0.99999999998677	0.789501338771488	0	2	neurotransmitter receptor transport to postsynaptic membrane	BP	1	1
GO:0099639	0.99999999998677	0.789501338771488	0	2	neurotransmitter receptor transport, endosome to plasma membrane	BP	1	1
GO:1903539	0.99999999998677	0.789501338771488	0	2	protein localization to postsynaptic membrane	BP	1	1
GO:1903540	0.99999999998677	0.789501338771488	0	2	establishment of protein localization to postsynaptic membrane	BP	1	1
GO:0046972	0.99999999998679	0.846567147540103	0	2	histone acetyltransferase activity (H4-K16 specific)	MF	1	1
GO:0016094	0.999999999986828	0.86756170181819	0	3	polyprenol biosynthetic process	BP	1	1
GO:0003857	0.99999999998683	0.815409149564157	0	2	3-hydroxyacyl-CoA dehydrogenase activity	MF	1	1
GO:1990189	0.999999999986832	0.925843491337409	0	2	peptide-serine-alpha-N-acetyltransferase activity	MF	1	1
GO:0070325	0.999999999986834	0.805277687490332	0	3	lipoprotein particle receptor binding	MF	1	1
GO:0004504	0.999999999986848	0.813032725096474	0	2	peptidylglycine monooxygenase activity	MF	1	1
GO:0004598	0.999999999986848	0.813032725096474	0	2	peptidylamidoglycolate lyase activity	MF	1	1
GO:0035613	0.999999999986857	0.799656952501316	0	4	RNA stem-loop binding	MF	1	1
GO:0007287	0.999999999986861	0.731794814209878	0	3	Nebenkern assembly	BP	1	1
GO:0043176	0.99999999998687	0.780208985263612	0	3	amine binding	MF	1	1
GO:0033451	0.999999999986871	0.993232984902703	0	2	GUA codon-amino acid adaptor activity	MF	1	1
GO:0045920	0.999999999986982	0.70980939968767	0	3	negative regulation of exocytosis	BP	1	1
GO:1903306	0.999999999986982	0.70980939968767	0	3	negative regulation of regulated secretory pathway	BP	1	1
GO:2000301	0.999999999986982	0.70980939968767	0	3	negative regulation of synaptic vesicle exocytosis	BP	1	1
GO:0000403	0.999999999987025	0.794946569118027	0	2	Y-form DNA binding	MF	1	1
GO:1901648	0.999999999987048	0.793568913488855	0	2	regulation of actomyosin contractile ring localization	BP	1	1
GO:0061586	0.99999999998707	0.829660470203069	0	2	positive regulation of transcription by transcription factor localization	BP	1	1
GO:0036258	0.999999999987077	0.900524199068323	0	2	multivesicular body assembly	BP	1	1
GO:0006858	0.999999999987115	0.785240053010318	0	3	extracellular transport	BP	1	1
GO:0042134	0.999999999987187	0.889995484640653	0	3	rRNA primary transcript binding	MF	1	1
GO:0003958	0.999999999987259	0.825033222640735	0	2	NADPH-hemoprotein reductase activity	MF	1	1
GO:0150013	0.999999999987259	0.635228305302658	0	4	negative regulation of neuron projection arborization	BP	1	1
GO:0042416	0.999999999987265	0.73705710794775	0	3	dopamine biosynthetic process	BP	1	1
GO:0036353	0.999999999987289	0.844424468392824	0	2	histone H2A-K119 monoubiquitination	BP	1	1
GO:0098820	0.99999999998735	0.707162332501072	0	3	trans-synaptic protein complex	CC	1	1
GO:0005760	0.999999999987371	0.838035785823703	0	2	gamma DNA polymerase complex	CC	1	1
GO:0004816	0.999999999987401	0.855664952719848	0	2	asparagine-tRNA ligase activity	MF	1	1
GO:0006421	0.999999999987401	0.855664952719848	0	2	asparaginyl-tRNA aminoacylation	BP	1	1
GO:0007541	0.999999999987459	0.719642538109161	0	3	sex determination, primary response to X:A ratio	BP	1	1
GO:0000126	0.999999999987528	0.769805187423235	0	3	transcription factor TFIIIB complex	CC	1	1
GO:0009298	0.999999999987534	0.823185015905036	0	3	GDP-mannose biosynthetic process	BP	1	1
GO:1990433	0.999999999987538	0.709312000622074	0	3	CSL-Notch-Mastermind transcription factor complex	CC	1	1
GO:0070476	0.999999999987592	0.933480200084146	0	2	rRNA (guanine-N7)-methylation	BP	1	1
GO:0071933	0.999999999987638	0.767862532263623	0	3	Arp2/3 complex binding	MF	1	1
GO:0042720	0.999999999987685	0.940367577062344	0	2	mitochondrial inner membrane peptidase complex	CC	1	1
GO:1904491	0.999999999987689	0.778332774670874	0	3	protein localization to ciliary transition zone	BP	1	1
GO:0005388	0.999999999987689	0.706959828738703	0	3	P-type calcium transporter activity	MF	1	1
GO:0003399	0.999999999987718	0.808478686496252	0	2	cytoneme morphogenesis	BP	1	1
GO:0035231	0.999999999987718	0.808478686496252	0	2	cytoneme assembly	BP	1	1
GO:0004385	0.999999999987739	0.743147673309686	0	3	guanylate kinase activity	MF	1	1
GO:0005901	0.999999999987782	0.772938162191304	0	3	caveola	CC	1	1
GO:0044853	0.999999999987782	0.772938162191304	0	3	plasma membrane raft	CC	1	1
GO:0005457	0.999999999987785	0.883700009864667	0	2	GDP-fucose transmembrane transporter activity	MF	1	1
GO:0015783	0.999999999987785	0.883700009864667	0	2	GDP-fucose transmembrane transport	BP	1	1
GO:0036080	0.999999999987785	0.883700009864667	0	2	purine nucleotide-sugar transmembrane transporter activity	MF	1	1
GO:0090480	0.999999999987785	0.883700009864667	0	2	purine nucleotide-sugar transmembrane transport	BP	1	1
GO:0034454	0.999999999987789	0.597374690618349	0	5	microtubule anchoring at centrosome	BP	1	1
GO:0043530	0.999999999987846	0.92923709956318	0	3	adenosine 5'-monophosphoramidase activity	MF	1	1
GO:0036066	0.999999999987886	0.777935109991499	0	4	protein O-linked fucosylation	BP	1	1
GO:0006382	0.99999999998791	0.738066111045469	0	3	adenosine to inosine editing	BP	1	1
GO:0016553	0.99999999998791	0.738066111045469	0	3	base conversion or substitution editing	BP	1	1
GO:0070451	0.999999999987919	0.665628150486389	0	4	cell hair	CC	1	1
GO:0010459	0.999999999987934	0.866892764160203	0	3	negative regulation of heart rate	BP	1	1
GO:0045822	0.999999999987934	0.866892764160203	0	3	negative regulation of heart contraction	BP	1	1
GO:1903523	0.999999999987934	0.866892764160203	0	3	negative regulation of blood circulation	BP	1	1
GO:0008255	0.999999999987945	0.916046193076237	0	3	ecdysis-triggering hormone activity	MF	1	1
GO:0051482	0.999999999987956	0.695624662308957	0	4	positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway	BP	1	1
GO:0045661	0.999999999987958	0.839473923884395	0	2	regulation of myoblast differentiation	BP	1	1
GO:0015616	0.999999999987986	0.743782194655047	0	3	DNA translocase activity	MF	1	1
GO:0001661	0.999999999988011	0.702859606933213	0	3	conditioned taste aversion	BP	1	1
GO:1901797	0.999999999988031	0.873444811736129	0	2	negative regulation of signal transduction by p53 class mediator	BP	1	1
GO:1902166	0.999999999988031	0.873444811736129	0	2	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	BP	1	1
GO:1902230	0.999999999988031	0.873444811736129	0	2	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	BP	1	1
GO:1902254	0.999999999988031	0.873444811736129	0	2	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator	BP	1	1
GO:0001514	0.999999999988059	0.847950403451077	0	3	selenocysteine incorporation	BP	1	1
GO:0043618	0.999999999988066	0.596116097478869	0	5	regulation of transcription from RNA polymerase II promoter in response to stress	BP	1	1
GO:1902042	0.999999999988162	0.850162072841548	0	2	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	BP	1	1
GO:0008566	0.999999999988204	0.835602230798207	0	2	mitochondrial protein-transporting ATPase activity	MF	1	1
GO:0015450	0.999999999988204	0.835602230798207	0	2	protein-transporting ATPase activity	MF	1	1
GO:0010890	0.999999999988227	0.733029304876359	0	3	positive regulation of sequestering of triglyceride	BP	1	1
GO:0051257	0.999999999988245	0.725183865256592	0	3	meiotic spindle midzone assembly	BP	1	1
GO:0005463	0.999999999988246	0.813095233508536	0	2	UDP-N-acetylgalactosamine transmembrane transporter activity	MF	1	1
GO:0008303	0.999999999988248	0.687327941046546	0	5	caspase complex	CC	1	1
GO:0016255	0.999999999988248	0.687327941046546	0	5	attachment of GPI anchor to protein	BP	1	1
GO:0042765	0.999999999988248	0.687327941046546	0	5	GPI-anchor transamidase complex	CC	1	1
GO:0140663	0.999999999988263	0.828748366229362	0	3	ATP-dependent FeS chaperone activity	MF	1	1
GO:0007496	0.999999999988311	0.839547124567122	0	3	anterior midgut development	BP	1	1
GO:0006231	0.999999999988368	0.909594582810081	0	2	dTMP biosynthetic process	BP	1	1
GO:0046073	0.999999999988368	0.909594582810081	0	2	dTMP metabolic process	BP	1	1
GO:0042427	0.999999999988481	0.819092419037553	0	2	serotonin biosynthetic process	BP	1	1
GO:0042428	0.999999999988481	0.819092419037553	0	2	serotonin metabolic process	BP	1	1
GO:1901162	0.999999999988481	0.819092419037553	0	2	primary amino compound biosynthetic process	BP	1	1
GO:0003833	0.999999999988535	0.796925538202587	0	2	beta-alanyl amine synthase activity	MF	1	1
GO:0043041	0.999999999988535	0.796925538202587	0	2	amino acid activation for nonribosomal peptide biosynthetic process	BP	1	1
GO:0048254	0.999999999988621	0.915422103279439	0	2	snoRNA localization	BP	1	1
GO:0070761	0.999999999988621	0.915422103279439	0	2	pre-snoRNP complex	CC	1	1
GO:0001641	0.999999999988651	0.794682357316635	0	2	group II metabotropic glutamate receptor activity	MF	1	1
GO:0035927	0.999999999988683	0.918260523764465	0	3	RNA import into mitochondrion	BP	1	1
GO:0070939	0.999999999988688	0.816688330319803	0	2	Dsl1/NZR complex	CC	1	1
GO:1902041	0.999999999988703	0.757105934658973	0	3	regulation of extrinsic apoptotic signaling pathway via death domain receptors	BP	1	1
GO:0090149	0.999999999988715	0.888985758758496	0	2	mitochondrial membrane fission	BP	1	1
GO:0008169	0.999999999988761	0.81833564377044	0	3	C-methyltransferase activity	MF	1	1
GO:0004483	0.999999999988784	0.810670361639371	0	2	mRNA (nucleoside-2'-O-)-methyltransferase activity	MF	1	1
GO:0036451	0.999999999988784	0.810670361639371	0	2	cap mRNA methylation	BP	1	1
GO:0097309	0.999999999988784	0.810670361639371	0	2	cap1 mRNA methylation	BP	1	1
GO:0019348	0.999999999988811	0.80677154806678	0	4	dolichol metabolic process	BP	1	1
GO:0090256	0.999999999988858	0.833960685496106	0	2	regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis	BP	1	1
GO:0035612	0.999999999988889	0.794446391211631	0	2	AP-2 adaptor complex binding	MF	1	1
GO:0033169	0.999999999988891	0.731764366098913	0	3	histone H3-K9 demethylation	BP	1	1
GO:1901052	0.999999999988892	0.772736587541167	0	3	sarcosine metabolic process	BP	1	1
GO:0035155	0.999999999988917	0.792243587294328	0	3	negative regulation of terminal cell fate specification, open tracheal system	BP	1	1
GO:0001588	0.999999999988917	0.705454340872375	0	3	dopamine neurotransmitter receptor activity, coupled via Gs	MF	1	1
GO:0018444	0.999999999988922	0.796780977368844	0	2	translation release factor complex	CC	1	1
GO:0030726	0.999999999988936	0.710854314711871	0	3	male germline ring canal formation	BP	1	1
GO:0003144	0.999999999988993	0.794977743819848	0	2	embryonic heart tube formation	BP	1	1
GO:0007505	0.999999999988993	0.794977743819848	0	2	adult fat body development	BP	1	1
GO:0030574	0.999999999988993	0.794977743819848	0	2	collagen catabolic process	BP	1	1
GO:0032963	0.999999999988993	0.794977743819848	0	2	collagen metabolic process	BP	1	1
GO:0030906	0.999999999989008	0.743722909375011	0	4	retromer, cargo-selective complex	CC	1	1
GO:0035518	0.999999999989076	0.794652979794559	0	3	histone H2A monoubiquitination	BP	1	1
GO:0033186	0.999999999989076	0.747560609570893	0	3	CAF-1 complex	CC	1	1
GO:0004576	0.999999999989083	0.806766359265236	0	2	oligosaccharyl transferase activity	MF	1	1
GO:0004579	0.999999999989083	0.806766359265236	0	2	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	MF	1	1
GO:1905762	0.99999999998909	0.792667782413192	0	2	CCR4-NOT complex binding	MF	1	1
GO:0010460	0.999999999989119	0.879381037592855	0	2	positive regulation of heart rate	BP	1	1
GO:0001325	0.999999999989132	0.845794781698597	0	2	formation of extrachromosomal circular DNA	BP	1	1
GO:0090656	0.999999999989132	0.845794781698597	0	2	t-circle formation	BP	1	1
GO:0090737	0.999999999989132	0.845794781698597	0	2	telomere maintenance via telomere trimming	BP	1	1
GO:0034473	0.999999999989147	0.903993178568007	0	2	U1 snRNA 3'-end processing	BP	1	1
GO:0034476	0.999999999989147	0.903993178568007	0	2	U5 snRNA 3'-end processing	BP	1	1
GO:0071042	0.999999999989147	0.903993178568007	0	2	nuclear polyadenylation-dependent mRNA catabolic process	BP	1	1
GO:0071047	0.999999999989147	0.903993178568007	0	2	polyadenylation-dependent mRNA catabolic process	BP	1	1
GO:0106017	0.999999999989164	0.796587295025351	0	2	phosphatidylinositol-3,4-bisphosphate phosphatase activity	MF	1	1
GO:0004359	0.999999999989179	0.795106701367118	0	2	glutaminase activity	MF	1	1
GO:0034046	0.99999999998921	0.717848286219127	0	3	poly(G) binding	MF	1	1
GO:0004095	0.999999999989214	0.810303640127681	0	2	carnitine O-palmitoyltransferase activity	MF	1	1
GO:0016416	0.999999999989214	0.810303640127681	0	2	O-palmitoyltransferase activity	MF	1	1
GO:0106036	0.999999999989241	0.707347732284639	0	3	assembly of apicomedial cortex actomyosin	BP	1	1
GO:0033455	0.999999999989306	0.993295624017997	0	2	GCA codon-amino acid adaptor activity	MF	1	1
GO:0140541	0.999999999989319	0.895071205054342	0	2	piRNA transcription	BP	1	1
GO:0140542	0.999999999989319	0.895071205054342	0	2	regulation of piRNA transcription	BP	1	1
GO:0140543	0.999999999989319	0.895071205054342	0	2	positive regulation of piRNA transcription	BP	1	1
GO:1905380	0.999999999989319	0.895071205054342	0	2	regulation of snRNA transcription by RNA polymerase II	BP	1	1
